,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
86,28,g_6,8357978555111.737,1.0,-16.925899220987358,-5708668.847785794,1.3551227659605338e+16,-102626802.64398435,1446.7838980983422,Converged,71201621632986.0,-99735785.7718247,132707.46866359524,143137.51660655928,9680.944756422252,331751.194560805,621.9243328379376,334519.7121916243,324339.6293837264,383.12365896161356
87,29,g_4,16233227998874.793,1.0,-16.72347263285771,-92305478.8472372,8931700018890104.0,-60376833.35010716,1406.5273960465697,Converged,32326177315283.0,-64405881.37648694,5570.423789560753,22850476.094695568,23675724.73882792,1491.408926433051,5662119.743050097,485.9722534557768,5182922.022467283,5789684.9601794835
88,29,g_5,841278989445858.6,1.0,-18.6020630995242,10130338.366396833,1.3728725891507978e+16,82480125.52650487,1475.2604158694978,Converged,820849197476364.0,53475315.76250438,20130509.956200544,10282.153285509221,42105.57853006031,466.8452946470895,1904.2981824995197,12289317.093467401,436.67887485262423,14281518.984016195
89,29,g_6,300699111363167.94,0.0,-20.02506684479899,-6924376.444890444,1.3661613180106356e+16,-21062066.411785904,1443.366724147403,Converged,44281175873324.0,-3721388.4733900717,87016.732426604,2968142.392154698,9861.881057657738,4446000.926466033,676.6864995383307,4424054.8290556,4222806.025812491,388.1486828016201
90,30,g_4,1115772786000.9146,1.0,-16.954157291260216,-91855634.30742526,8940604103179071.0,-98928921.30440879,1439.8528983109316,Converged,83602229778505.0,-99985222.76990096,5408.974765246919,21304.578056011847,19479.595880837325,2257.6469493308205,20107.014145822897,511.894488702677,17222.597371524815,16812.00095350973
91,30,g_5,183949421944154.56,1.0,-17.91268513675641,9000933.556897717,1.3529147514227336e+16,156149579.35865256,1476.5186223612038,Converged,329967897131002.0,142586783.85240996,106374.10880840698,10012.395822539818,68822.98788698866,473.16062621979313,1772.2936884371145,63952.52381177742,433.69906928388946,70499.37775815549
92,30,g_6,33985129617634.516,1.0,-17.17524078575436,-4988240.785795654,1.3374226758759846e+16,-150819933.04485756,1446.5586706905601,Converged,90602518446928.0,-156649609.67548078,117432.57941931083,131458.44371551683,10076.025546563904,320916.26915551577,607.0518593037492,321574.4955448597,312544.2623745954,386.09127795487046
93,31,g_4,4562711035183.38,1.0,-16.598882601245844,-91231238.03952205,8899290073119830.0,-151429672.26035607,1406.651411992865,Converged,36774066008560.0,-149293621.924998,5557.670370461826,17472843.333171565,16352440.234782627,1519.2693250320817,26502939.713245794,477.139616817569,22874819.03761939,22576334.791406274
94,31,g_5,707317594485587.1,1.0,-18.657531481856637,12703865.04250859,1.3421529305022532e+16,-176540390.7197817,1473.0659483496036,Converged,361770796856404.0,-149944947.60473683,335238.2602128423,10051.87451881607,228120.93660644427,494.5758982951845,1816.0396645571223,6803.418944130869,440.4374315675923,54702.78921677281
95,31,g_6,53254810823356.66,1.0,-17.5332081670509,-8656214.536772238,1.3410484025042306e+16,125822742.88142826,1446.1591800772085,Converged,209105526180900.0,133120332.26583162,129397.15558589461,142199.3231586806,9806.800258752333,337323.5017552994,615.2295339292773,339065.3191259564,327537.0142499818,382.53811537014474
