,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4
121,20,f_2,649.7598579181547,1.0,-4.67084583457569,179.56750688557082,101352.75001254286,-25.310171868663872,197.21206997853886,Converged,519.0722457794036,0.18021569053488207,4.165657747669734,14.009700026924543,10.208708097274764,289674.5523385472
122,20,g_1,354.28496587422075,0.0,-6.206671462613582,13582.529644046606,507.7621697952647,13591.578043119787,146.713002091556,Converged,53.75217274957123,13572.755584038301,2.879474137498142,8.087479318756753,2139.6209060148203,0.9981587544574352
123,20,g_2,658599.6757763155,1.0,-8.196798733504885,28382.023482150995,5455792.992558642,30754.07219979427,338.9766066285996,Converged,1224037.170787014,29942.530656941217,4.20300523368692,5.438257785376318,1.7167682210979935,133863.59797828516
124,20,g_3,9.704769393224717e-14,1.0,11.085917763325892,-3.5762331027535663,6578.049848565187,2.982427404448582,-276.2257295209636,Converged,3.728928277269006e-11,2.9824277159733708,779.2661957326255,44388.461352416416,48478.42990026754,675.3892311607801
125,20,g_4,712294096467.617,1.0,-15.669203786146097,8285528.781824506,132645507553163.97,8954789.063666817,582.4252353735019,Converged,206702731599.03125,8110813.88839943,390899.24396392785,465131.15651243296,12.493685110578223,3.1341742451918817
126,21,f_1,0.012297739812382727,1.0,-0.2894529720847837,387.26935146946136,2107961.4390136306,29.48553209982748,122.45589164973671,Converged,0.27136537013575435,29.374636924944248,22.309677783775086,76.87838602379719,188.09320916947263,74.80424557916443
127,21,f_2,17.14832614805663,1.0,-3.3691817764752368,3475.8028979822293,18279489.301683012,4.143387267528851,189.1969126013696,Converged,115.87290463224053,0.002333519017896405,13.330868731828224,6633.7936235834995,16.955462125662116,19154004.468978822
128,21,g_1,1.056760954556476,1.0,-2.0603247279633092,13583.278771207448,468.70064425678225,13595.75247419557,150.5808622402143,Converged,8.680041579862745,13594.724485404504,2.4890020378274937,6.788589133519835,1828.0539003365022,0.9723727841194812
129,21,g_2,3043.697301625124,1.0,-7.482585689049728,28358.553181276176,5454318.108335881,29941.723396263744,339.6889638090608,Converged,499418.56462341547,29996.8931098902,4.22893262515669,5.2553582828394,1.6741587344212718,142844.23997171797
130,21,g_3,1.1915663599152555e-12,0.0,,-160.15441562368892,5287.947991275587,3.7232270078418424,-256.97138368783,Converged,0.0,3.723225916252927,722.0157217714506,31186.697411796617,32507.830774194517,855.1855949230757
