,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
53,7,g_4,25724036920.99426,1.0,-13.40538155727262,-1447521.5317814618,4058880667814.341,-5075254.489065682,326.9057981325294,Converged,24092528311.237793,-4914867.34207131,9847.974687500608,6519323.171433126,6271898.254542469,5347.444913366015,1713669.0196426618,968.5017320451083,1948447.5883688256,2654407.7560422583
54,7,g_5,36325536483.18814,1.0,-13.864594048032616,-72622.38822543366,3897279689799.0107,-4379115.269868144,341.51033845944386,Converged,133838157713.77783,-4569707.862807083,175295267.50842884,7969.620321346055,72600014.30330805,832.2951116501633,2684.256967643687,2973094.9973910097,895.4824917840353,3035731.2565724403
55,7,g_6,821988060.6709605,1.0,-13.911926259189888,67665.11180429891,7712864517882.178,1221993.1826844045,344.44050667061225,Converged,192180000813.1797,1250663.5168413508,1512537.741921784,1694820.8668149915,8323.938798081483,2377270.757218289,1353.9196172679576,1995045.9835704623,1985057.0612199525,1024.7743669786382
56,8,f_1,103.53981928710604,1.0,-4.971187892252789,16498.88315107833,25487639.068997715,14288.587546804145,176.63816677960497,Converged,3204.0914216414094,14278.412095006455,20414.908806262545,22273.135125219047,22118.76694132879,275680.7164936106,224644.74597876737,243014.6752285433,201005.639754575,190009.96845827292
57,8,g_1,1.4298266499356204e-10,1.0,8.39203660866272,213.90030151512866,39922.0720658428,0.03286126163249037,-75.05958303623697,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',8.032657206058502e-09,0.032849304096582266,7730384.525575594,7538252.611110298,7076553.013692361,733147.2126827983,33699556.687837034,236119.47745161684,42595373.90484664,42138032.12133305
58,8,g_2,1.0133479813097244e-11,1.0,7.080167565926436,0.5260519727458133,60998.12269906871,1.7171517761749102,-74.10253756147138,Converged,1.1272641131654382e-07,1.7171485928621997,8036711.299135166,8261181.462582678,11301275.81848766,360488.2782551529,344976.33065564814,28727596.162413023,353052.34673878003,30032420.63721013
59,8,g_3,3.95970451922712e-09,1.0,6.9914793556683685,-3.0980109699963814,33295.23955615008,0.827250162422728,-59.45990156395616,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.305961632169783e-07,0.8273130886058255,6347063.499553913,5766445.4237647215,6097930.134540339,29470732.839909833,80018.64630962227,30443534.661371745,29457397.720951937,79000.47889589766
60,8,g_4,10225546482.659107,1.0,-13.380875442759388,-1197592.280255646,4413378771769.557,300891.140197258,326.0097323334263,Converged,55498699225.200195,199769.6959697396,10406.820297207727,573203578.3046598,588799383.7942071,6056.635310020082,155540387.23146883,961.0126545403112,150566250.25885287,169234292.146757
61,8,g_5,141698664814.4721,1.0,-14.358350409072619,66444.6996608309,4474284599014.619,-3200510.118022573,348.1387088161548,Converged,288333469699.74854,-2824081.2870140118,45589.38451506757,5203.351510655144,49387.81769423853,592.5012379551046,81820.35459400517,93474.4145804278,716.9526381330843,112084.87168801024
62,8,g_6,11264277017.284838,1.0,-13.092598130289435,178661.83536233797,7678316512304.898,-1207388.611331047,345.2967999559965,Converged,22946270278.748047,-1313521.9096746151,6919299.583728224,7431349.716666316,8430.928916814803,10783818.812369125,1388.2975849577008,8720923.548642842,8656357.581471674,995.5293461913407
63,9,f_1,71273.28648953633,1.0,-7.007414400738331,16682.430299446558,24822263.839347832,12110.157324769014,174.7235213976754,Converged,76750.96833659336,11843.186752440271,19880.259420686267,22361.628162624176,22491.846765852824,426321.8822881547,349538.42421870696,377863.5494076073,372714.0756638134,297955.9392271532
64,9,g_1,8.633984756154177e-13,1.0,8.597512557304858,19.33297688126513,61549.41576499415,2.352308541386808,-83.02893959244543,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',5.420588422566652e-09,2.3523094705791863,7428324.533343907,7113789.867517463,6723816.239126442,393391.2962212457,19492656.033303473,602442.3927280081,30650464.69702071,24487729.018485095
65,9,g_2,6.676821341810361e-08,1.0,5.03420821738486,-0.45934062016805943,1488.9713239445357,0.9308869403788591,-54.68618812520605,Converged,6.6807006078306586e-06,0.9311453358382196,1608675.9209294964,1726205.4096560187,2428193.4097830383,54734.82023709245,56203.917885963834,8104636.932102779,54287.51502262899,7989596.954816368
66,9,g_3,1.6659787664779371e-06,1.0,4.2165682272676595,-3.908449980725144,2215.2076969928385,-3.576295485010795,-31.403313010239426,Converged,3.291340453870362e-05,-3.5750047570121533,948120.5028090327,881496.3060101041,959861.1375889428,3895171.381617515,20227.882088714843,4099529.762147087,4053812.5208778884,20144.622091413148
67,9,g_4,2255374633.1040926,1.0,-12.217086621902162,-1647280.8898294943,4486111237674.124,-276021.2296149174,327.0809449172686,Converged,3254391887.4501953,-323512.0143326297,10123.801368072187,2791549.6371284537,2718634.9435288208,6218.692433158984,1955957.1826682452,985.4316665782501,1771397.7774356357,1579939.960765036
68,9,g_5,379698019043.4557,1.0,-15.167665186004575,59735.88067240585,4507755293033.974,-2071354.6656374019,339.37507898816085,Converged,130963304248.38525,-2687551.078352906,4052074.604539839,8764.633590568805,3495483.2871263926,979.3257335041484,3052.665682810232,376040.7861286983,946.3397264533326,287858.5067551253
69,9,g_6,8977176901.926043,1.0,-13.10542142420682,104704.91902004983,7766906501559.1875,518215.2570374614,345.1522255557483,Converged,27871650164.597656,423467.2918776436,7725780.686511187,8149762.479990189,8145.711047926565,9127894.74934098,1413.6620298770486,7557763.082388017,7445169.752799091,1032.6994212584964
70,10,f_1,36.70505724628314,1.0,-4.569967565247834,16420.31628834221,25383544.885281485,18458.49614853677,176.65297044614215,Converged,1446.1747920140624,18452.43767866012,20932.88826441638,22388.45774615268,22320.197116788324,636455.1034284178,576381.8287551341,671612.4612616946,674871.8402141314,533736.9555452769
71,10,g_1,1.8306363226965702e-13,1.0,9.036764614768826,-0.9350974661396378,7194.247385661943,3.408215138213194,-125.23900584221383,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',2.2519088815897703e-09,3.4082155660725544,82121132.19372915,70881226.95110306,60234357.79304202,158617.01413622775,194306134.04354852,141550.98510712234,259361660.71488306,229168273.7382068
